Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
"Shit. Peace in the valley. Ten part beef, one part pork for sticky, three part onions grounded up with salt, black pepper, let sit 24 hours. - _ _",,,,,1,,,,,,1,
"At least I can come with you? Rosen, it becomes slightly sentimental and gay. Cheers. Ivo, this is very dangerous, bro. I know.",,,,,1,,,,,,1,
"The Bundespolizei believe that Christian Way were involved. Christian Way? Wasn't that the group that targeted Rosemary Bishop? Yes, they were, but I don't think Julian was killed by the terrorists. I believe he was one of them.",,,,,1,,,,,,1,
"Tell me again why you can't go through proper channels. An official request gets the blue wagons circling, And all of a sudden, the videos are magically drawn. Into a big black hole. Sound like you're not gonna like what we find.",,,,,1,,,,,,1,
"Claire Voyant, Fay Ways, Bang-Bang Ladesh. Yeah, I'm among the last of a dying breed. Well, once the E.R.A. And Gay Civil Rights bills have been passed, me and mine will find ourselves swept under the carpets, like the blacks done to Amos, Andy, and Aunt Jemima.",,,,,1,,,,,,1,
"Great. Yes. You'll be late to your pitch. Listen, I gave him a cookie, but he barely ate it. Maybe he really is sick.",,,,,1,,,,,1,,
And I'm sick of it. No more. No more. There's my Lightbringer. My Morningstar.,,,,,1,,,,,,1,
"Catty eyes, rosy cheeks, they target my heart your eyes are so stealth. Listen O' Chick, my heart skips a beat.. with bated breath your presence I seek. You pretend to be bold baby listen just I told.. The effect of your beauty..",,,,,1,,,,,,1,
I guess I want to scare myself. What do you think? Bulgallian rats? Lightning storms? Do those things frighten you?,,,,,1,,,,,1,,
"They said he was disturbing the peace. He was on his way to the united center. His teacher gave him a ticket to see the bulls. I guess being black on the I disturbs some people. So what you're saying, ms.",,,,,1,,,,,,1,
Hmm? The book by her bed is Christian Thoughts Volume Two. How is Julie? She seems a bit keener than she was in the country. And yourself?,,,,,1,,,,,1,,
There's someone I need to kill. BARNES: This virus isn't a disease. It's the best thing that's ever happened to me. I don't need a cure.,,,,,1,,,,,,1,
"Lani. Lani's someone that Gretchen dated before... Jeez, I'm a lesbian archive. Yeah, I don't want this bedroom to turn into a Josh museum.",,,,,1,,,,,,1,
"We see, smile at each other We walk together All this is a fantasy, darling My mind's wishful thinking Why are our students playing with a pig? We haven't built a compound wall yet Looks like pigs come through that That's what we haven't been able to fix!",,,,,1,,,,,,1,
"Do you also take those condemnations literally? People in the African-American community who share similar religious views as mine feel the same way about homosexuality. And some would argue that they are just as wrong as you. That they, too, are cherry-picking Bible verses and using them to restrict the gay community's civil rights. You shouldn't get special rights because of who you sleep with.",,,,,1,,,,,,1,
"No. You live by this, you die by it. Take me with you. I'm ready. So, you are the King of the Jews.",,,,,1,,,,,1,,
"She's going to end up a lesbian. Or will close up down there. We have to find a man. From where? Well, I know one who'll teach her.",,,,,1,,,,,,1,
Which makes sense if you're Christian. But what the fuck are the rest of us doing? Jesus was here. Jesus was here. Jesus was here.,,,,,1,,,,,1,,
It's lovely. I keep having this queer feeling that some part of you isn't here. Do you understand? I think it bears. I'm coming too.,,,,,1,,,,,,1,
Can you recall an occasion when you gave a new warder a fright by putting white chalk on your face and hiding in one of the freezers in the autopsy room? It wasn't me. But you smiled when I reminded you of the incident. Why? Don't know that I smiled.,,,,,1,,,,,,1,
"Show me the face. Karis, are you all right? Of course I'm not all right! The white race is under attack. We have a duty to protect our culture.",,,,,1,,,,,,1,
"Right in the esophagus. Could be a mycotic aneurysm. Must have aortoesophageal fistula. This the woman that was vomiting blood in the elevator? Yeah, esophageal, we ruled out liver disease.",,,,,1,,,,,,,1
"Right. Good. Now if we can just get Kara to keep her mouth shut in the meantime. Popular culture wants to normalize this behavior. But our young people need to know if they allow themselves to be seduced by the evil homosexual spirits, they will be subjected to eternal damnation.",,,,,1,,,,,,1,
"Do you feel at home? I knocked. At whom? Today...? At a queer, three Arabs and two communists.",,,,1,,,,,,1,,
"Go on, then! Yes. It's scandalous. Your mother is such an embarrassment. And that slut in the window.",,,,,1,,,,,,1,
"Every religion is exactly... No. No, they're not. The Christians won everything. A long time ago.",,,,1,,,,,,1,,
"Thank you. It's my job. No, your job is to cut people up and take out their disease. You went above and beyond and... I would really like to do the same thing for you, maybe help you move through whatever past you're running from.",,,,,1,,,,,,,1
"Could go for a bowl of wine from its branches right about now. So long as I rule Karakorum, the fountain will never flow again. Father. Prince Nayan. I've never been so pleased to see a Christian in all my life.",,,,,1,,,,,,1,
"Or were you more like a horse in the dean's office kind of bro? So, is this your total knowledge of fraternities? Skulls meets Animal House?",,,,,1,,,,,,1,
Put that down! It all makes sense. This is some Black Ops MKUltra thing. What are you talking about? The CIA mind control program?,,,,,1,,,,,1,,
"Hey, and he's white. Now I see. Boy, you all are smart. Now I see what you're doing. Muhammad Ali, the draft dodger, Muslim fights the great white hope, Jerry Quarry.",,,,,1,,,,,,1,
"It's like this Great White kept, like, biting the bars and, like, rattling the cage. And, like, we look up, and the latch on the cage was open. No way. And he kept, like, circling and circling. Ugh, I'd be freaking.",,,,,1,,,,,1,,
"Folks, don't mind Wormer. She hates people. Wormer, shut the frig up. What can I do you for? What happened to that, uh... that dog's face?",,,,,1,,,,,,1,
"It's upstairs. Of course, it all makes sense to me now. You were part of a frat. It's called a fraternity. Did you ever wear, like, a black hood and drink pig blood?",,,,,1,,,,,,1,
"We could play a great game of Scrabble. I've got this new recipe I've been wantin' to try out. It's called penthouse chicken. You make it with a can of tomato soup. Takes a whole hour to cook, but believe me, it's worth it.",,,,,1,,,,,,1,
"Take your pick. There's Combat 18, there's the White Wolves, You got the Racial Volunteer Force. Christian Way tried to kill her last year. That's assuming Julian's murder was politically motivated.",,,,,1,,,,,,1,
"No, it's an alt room in Queens. Christian works there. Uh, hey, Christian, hey. Hey, man, what's going on? Ah, can you help me get a spot at Q.E.D.?",,,,,1,,,,,,1,
"Is it possible a friend could've gotten the car without you knowin'about it? No. My roommate doesn't even drive. Besides, she's sick. Is that your car, right there?",,,,,1,,,,,,1,
"How is this possible, brother? I no longer have my powers. Well, what happened to them? Oh, I don't know, Luci, pick a sin. Is it because I released a damned soul from Hell?",,,,,1,,,,,,1,
Why was he arrested? They said he was disturbing the peace. He was on his way to the United Center. His teacher gave him a ticket to see the Bulls. I guess being black on the L disturbs some people.,,,,,1,,,,,,1,
"You dear boy, come and let me give you a hug. I can't understand how someone whose instincts are so generous could lead such a dissolute life. I'm afraid you have an exaggerated idea both of my generosity and of my depravity. If I knew who'd given you such a dire account of me... Since I don't let me make a confession.",,,,,1,,,,,,1,
"Gross. You sit down. So aggressive. I'm definitely gay. Okay, my turn!",,,,,1,,,,,,1,
"Do you know how few guys are out there that aren't either gay... or married or even like women enough to try to pick them up in a laundromat? I would've followed this guy home on my knees. Well, I mean, that's you, Ursula. Cutter, Leo. Oh.",,,,,1,,,,,1,,
"Sorry, monkey. Please, please, please, please. Yes! Yeah. Thank you.",,,,,1,,,,,,1,
"For 5,000 years, Blackwolf studied black arts... increasing his wisdom 10,000-fold. He built a small following of frog-like creatures... but needed more troops for his evil plans. He then formed an army whose generals were called up... from the black shadows of hell. Souls who waited for untold eternities for a new leader... Blackwolf's tremendous power... enslaved them all to carry out his will.",,,,,1,,,,,,1,
"Who's hanging game way out here? Just track the girl down. That's what he wants. Move it, Amar!",,,,,1,,,,,,1,
"Then stories of Blackwolf's armies... attacking neighboring countries came back. Demons of hell armed with black magic... but they would get bored... or sidetracked in the middle of battle... and give up, running home. Fritz! Fritz, get up, for God's sake! Get up!",,,,,1,,,,,,1,
"A rum and black, a shandy. Oh my what a rotten song A Black Tan, pint of mild, pint of bitter. And what a rotten singer too! Pint of mixed.",,,,,1,,,,,,1,
He has a bi-sexual identity Oh! I've told you already you've to kill Hsiang in order to materialize our plan. He's just too officious. It's not too late to kill him now.,,,,,1,,,,,1,,
I'm saying no one will think of this. But I can't not care. I'm not Kennedy. I'm a black man in America. This is a very different thing for me.,,,,,1,,,,,,1,
Some of them wanted me to ask you... will there be angels there to meet us? Or anyone besides who's here? Master?,,,,,1,,,,,,1,
Can I have the money to go to the dance? DAD: Get that cellar done. Never mind dances. But Dad there's rats down there.,,,,,1,,,,,,1,
? The gay nightingale and mockingbird Will join the fun! ? Fair lasses' heads will fill with folly ? ? And lovers' hearts with sun! My sister died. We buried her this morning.,,,,,1,,,,,,1,
"Doesn't it make more sense to dump the body after Rosemary Bishop has succumbed to their demands? Maybe the killing was the message. Is there anyone specific we should be looking at? Take your pick. There's Combat 18, there's the White Wolves,",,,,,1,,,,,,1,
They have guns in their hands. They will first thrash us black and blue.. ..then kill and bury us here itself. Go and rest in the trunk and send Athra. Go away.,,,,,1,,,,,,1,
"Proved that on the field. You're going to have the first mixed marriage that works. The first mixed marriage that works. onward, christian soldiers? marching as to war?",,,,,1,,,,,,1,
"Find out the temperature outside and also let me know. So that I know, whether I should take a stole or a blanket. Inside news, you cannot race in this truck. Because it heats up after hitting 60. She sways like a snake.",,,,,1,,,,,,1,
